275 25.169 8226 0 9362.861 8523.165 9351.115 10237.795 9.342 4.035 9.532 14.080
276 25.257 8226 0 9382.201 8522.195 9387.102 10227.505 9.553 4.035 9.887 14.070
277 25.347 8226 0 9397.471 8519.390 9390.098 10297.670 9.689 4.030 9.880 14.775
278 25.436 8226 0 9444.130 8520.480 9432.043 10404.040 9.848 4.020 10.022 15.155
279 25.525 8226 0 9426.535 8518.510 9419.628 10355.280 9.758 4.000 10.077 14.560
280 25.613 8226 0 9434.565 8516.160 9441.127 10333.285 9.841 4.000 10.050 15.055
281 25.708 8226 0 9449.652 8515.310 9438.140 10418.530 9.813 4.000 10.153 14.605
282 25.797 8226 0 9437.040 8514.495 9423.462 10400.320 9.659 4.000 9.977 14.365
283 25.886 8226 0 9413.020 8514.000 9415.780 10303.760 9.528 4.000 9.903 13.930
284 25.975 8226 0 9456.514 8513.020 9446.252 10430.795 9.715 3.985 10.053 14.430
285 26.064 8226 0 9457.284 8511.210 9452.298 10418.315 9.714 3.985 10.140 14.165
286 26.152 8226 0 9430.303 8510.105 9435.540 10334.790 9.621 3.975 9.877 14.500
287 26.241 8226 0 9399.043 8509.715 9412.238 10248.785 9.292 3.965 9.685 13.440
288 26.330 8226 0 9411.035 8509.920 9428.043 10261.125 9.334 3.965 9.715 13.560
289 26.418 8226 0 9433.282 8507.725 9440.448 10337.340 9.495 3.955 9.830 14.030
290 26.509 8226 0 9476.247 8508.145 9490.702 10400.985 9.722 3.955 10.130 14.265
291 26.598 8226 0 9467.842 8512.370 9480.057 10386.670 9.682 3.935 9.958 14.600
292 26.687 8226 0 9428.511 8508.275 9425.920 10356.520 9.446 3.950 9.643 14.350
293 26.778 8226 0 9442.084 8505.735 9433.635 10403.780 9.635 3.950 9.953 14.365
294 26.869 8226 0 9448.900 8505.390 9445.058 10403.935 9.659 3.950 9.782 15.000
295 26.958 8226 0 9435.513 8505.935 9434.773 10367.310 9.459 3.955 9.805 13.925
296 27.047 8226 0 9416.076 8505.875 9419.840 10314.985 9.316 3.950 9.622 13.765
